;index;name;ingredients;cuisine
288;288;Thai Curry Chicken Meatballs;['1 pound ground chicken', '3 cloves minced garlic', '1 teaspoon fresh ginger (grated, or 1/2 teaspoon ground ginger)', '2 stalks green onions (minced)', '1/2 teaspoon salt', 'cracked black pepper (lots of fresh, to taste)', '2 tablespoons oil', '3 cloves garlic (minced)', '1 bay leaf (or kaffir lime leaf)', '1 tablespoon curry powder', '1/2 teaspoon cayenne pepper (or to taste)', '1 cup coconut milk', '1 cup chicken broth', '1 tablespoon fish sauce (or more to taste)', '2 limes', 'fresh lime juice (to taste, optional)', '1/2 cup cilantro (minced, optional)'];Thai
289;289;Thai Yellow Curry;['2 tablespoons oil', '1 1/2 tablespoons yellow curry paste', '8 ounces boneless and skinless chicken breast (cut into bite-sized pieces)', '1/3 cup bamboo shoots', '1/2 zuchinni (small, cut into rounds)', '1/2 red bell pepper (small, cut into pieces)', '1/3 cup coconut milk', '3/4 cup water', '1 teaspoon fish sauce', '2 teaspoons sugar'];Thai
290;290;Thai Crack Sauce;['1/4 cup fish sauce', '3 limes', '1 1/2 tablespoons white sugar', '1/2 tablespoon chili pepper flakes', '1 1/2 tablespoons chopped cilantro', '1 1/2 tablespoons scallions (chopped)', '1 1/2 tablespoons lukewarm water'];Thai
291;291;Crockpot Thai Sweet Chili Ribs;"['3 1/2 pounds baby back ribs (pork loin)', '1 tablespoon Sriracha', ""2 tablespoons bbq rub (I use Stubb's Bar-B-Q Spice Rub)"", '2 tablespoons Thai sweet chili sauce (I use A Taste of Thai brand)']";Thai
292;292;Thai Red Chicken Curry;['2 tablespoons oil', '6 cloves', '1/4 cup onion', '4 tablespoons Thai red curry paste', '2 chicken breast', '1 broccoli', '1 carrot', '1 red bell pepper', '1 cup coconut milk', '1 teaspoon fish sauce', '1/2 teaspoon sugar', '1 tablespoon lemon juice', '12 fresh basil leaves', 'salt (to taste)'];Thai
293;293;Thai Mango Sticky Rice;['1 1/2 cups rice (glutinous Thai, sweet)', '1 cup unsweetened coconut milk (well-stirred canned)', '1/3 cup sugar', '1/8 teaspoon salt', '1 mango (ripe, peeled, pitted, and cut into thin slices)', 'toasted sesame seeds (optional)', 'sauce (Topping)', '1/3 cup unsweetened coconut milk (canned)', '3 tablespoons sugar'];Thai
294;294;Thai Basil Pesto;['2 cups thai basil leaves (fresh)', '4 tablespoons dry roasted peanuts', '1 tablespoon sugar', '1 1/2 tablespoons dark sesame oil', '1 tablespoon fish sauce', '1 tablespoon rice wine vinegar', '1 teaspoon crushed red pepper', '2 garlic cloves'];Thai
295;295;Spicy Thai Chicken Noodle Soup;['2 cloves garlic (chopped)', '1 onion (medium, chopped)', '1 red bell pepper (chopped)', '2 tablespoons ginger paste (or fresh ginger)', '1 tablespoon lemongrass (paste)', '2 tablespoons red curry paste', '1 tablespoon cilantro (paste)', '1 tablespoon chili paste (can also used 2 red chilies, chopped)', '2 tablespoons coconut oil', '1 lime (zested and juiced)', '1 tablespoon fish sauce', '4 cups chicken stock', '13 1/2 fluid ounces coconut milk', '2 cups chicken (shredded)', '7 ounces rice noodles', '1 bunch cilantro (leaves chopped)', '5 green onions (thinly sliced, both white and green parts)', '1 green chili (sliced, seeds removed)', '1 red chili (sliced, seeds removed)', 'coriander', 'red chili', 'spring onion'];Thai
296;296;Thai Chicken Satay;"['4 tablespoons coconut milk', '1 1/2 tablespoons peanut butter', '1 1/4 tablespoons light brown sugar', '1 tablespoon soy sauce', '1 tablespoon fish sauce', '1 1/2 pounds chicken breasts (pounded 1/2"" thick)', '2 tablespoons vegetable oil', '1 1/3 cups coconut milk', '1/4 cup peanut butter', '1 1/2 tablespoons Thai red curry paste', '1 tablespoon light brown sugar', '1 tablespoon soy sauce', '1 tablespoon fish sauce', '2 garlic cloves (minced)', '1 pinch salt (to taste)', '1 lime (juiced)', 'cilantro (for garnish, optional)']";Thai
297;297;Thai Red Curry Chicken;['1 1/2 tablespoons olive oil (or coconut oil)', '1 pound chicken breasts (sliced into 1/4” slices then 2” pieces**)', '1/2 large onions (chopped)', '2 tablespoons red curry paste', '1 red bell pepper (thinly sliced then chopped into 2” pieces)', '1 orange bell pepper (thinly sliced then chopped into 2” pieces)', '1 zucchini (small, sliced)', '2 teaspoons ginger (freshly grated)', '4 garlic cloves (minced)', '13.5 ounces coconut milk (quality, I like Chaokoh)', '1 tablespoon cornstarch', '1 tablespoon Thai sweet chili sauce (Asian, like Mae Ploy)', '2 tablespoons less sodium soy sauce', '2 tablespoons fish sauce', '2 tablespoons lime juice', '1 tablespoon brown sugar', '1 bay leaf', '1 teaspoon dried basil', '1/2 teaspoon salt (more or less to taste)', '1/4 teaspoon pepper', 'Sriracha (to taste, asian chili sauce, optional)', 'lime zest (to taste)', 'fresh basil', 'fresh cilantro', 'fresh lime juice'];Thai
298;298;Thai Salmon Burgers;['1 pound salmon (fresh raw, skinless or skin removed)', '2 green onions (thinly sliced)', '2/3 cup panko bread crumbs', '1 egg', '1/4 teaspoon salt', '1/4 teaspoon pepper', '4 whole wheat buns (toasted)', 'sauce', '1/2 cup sweet chili sauce', '1 teaspoon fish sauce', '1/4 cup coconut milk (canned, lite or regular)', '3 tablespoons brown sugar', '2 cloves garlic (pressed or finely minced)', '2 tablespoons creamy peanut butter', '1 teaspoon ginger (sized knob of, grated)', '1 lime juiced', '2 tablespoons soy sauce', '1 tablespoon peanut oil', 'slaw', '2 cups napa cabbage (chopped)', '3/4 cup shredded carrots', '1/2 cup peanuts (chopped)'];Thai
299;299;Thai Fried Rice;"['3 teaspoons soy sauce', '2 teaspoons oyster sauce', '2 teaspoons fish sauce', '1/2 teaspoon brown sugar', ""3 Bird's eye chilies"", '4 cloves garlic', '1 teaspoon salt', '3 tablespoons vegetable oil', '1/2 cup onion (Thinly Sliced)', '12 prawns (Cleaned and deveined)', '3 cups short grain rice (Cooked)', '1/4 cup scallions (Chopped)', 'salt', 'pepper', '1 cup Thai basil (Roughly torn)']";Thai
300;300;Thai Style Fish Cakes;['500 grams fish (white boneless, Hoki – skinless)', '1 egg (lightly beaten)', '1 teaspoon red curry paste', '1 teaspoon green curry paste', '1 tablespoon arrowroot flour', '1 tablespoon fish sauce', '5 grams coriander (paste)', '90 grams peas (& corn)', '200 grams sweet potato (steamed, – mashed)'];Thai
301;301;BEST_CHINESE_STIR_FRY_SAUCE;['2 cloves garlic (minced)', '1 tablespoon fresh ginger (chopped fine)', '1 teaspoon sesame oil', '2 tablespoons rice vinegar', '1/3 cup soy sauce', '1/2 cup chicken broth (vegetable broth or even water)', '1 tablespoon Sriracha', '2 tablespoons sugar', '1 1/2 tablespoons corn starch'];Chinese
302;302;Chinese_Chicken_Thighs;['6 chicken thighs (free range)', '2 tablespoons olive oil', '1/2 teaspoon minced ginger', '2 cloves minced garlic', '3 tablespoons honey', '2 tablespoons dark soy sauce', '2 teaspoons sesame seeds', 'seasoning'];Chinese
303;303;Chinese_Fried_Rice;['2 tablespoons butter (divided)', '2 eggs (beaten)', '1 yellow onion (diced)', '2 medium carrots (diced)', '1/2 cup frozen peas', '2 cloves garlic (minced)', '1 teaspoon minced ginger', '3 cups cooked rice (cold)', '2 tablespoons soy sauce', '2 teaspoons Sriracha', '2 green onions (thinly sliced)'];Chinese
304;304;Chinese_Beef_and_Broccoli;['1 pound lean beef (cut into thin strips)', '1 tablespoon soy sauce', '1 tablespoon sherry', '2 tablespoons oil (for high-heat frying)', '1 small yellow onion (halved and then sliced)', '1 tablespoon minced fresh garlic', '1 tablespoon fresh ginger (minced)', '4 cups broccoli florets (fresh uncooked, in bite-sized pieces)', '1 cup bean sprouts', '1/3 cup soy sauce (paleo: substitute coconut aminos)', '1/3 cup water', '1/3 cup brown sugar (paleo: substitute approved sweetener)', '1 tablespoon sherry', '1 tablespoon oil (toasted sesame seed)', '1/2 teaspoon freshly ground black pepper', '1 1/2 tablespoons cornstarch'];Chinese
305;305;BEST_CHINESE_STIR_FRY_SAUCE;['2 cloves garlic (minced)', '1 tablespoon fresh ginger (chopped fine)', '1 teaspoon sesame oil', '2 tablespoons rice vinegar', '1/4 cup soy sauce', '1/4 cup chicken broth (vegetable broth or even water)', '1 tablespoon Sriracha', '2 tablespoons sugar', '1 tablespoon cornstarch'];Chinese
306;306;Chinese_Chicken_and_Broccoli;['1 head broccoli (cut into florets)', '3 tablespoons vegetable oil', '6 boneless chicken thighs (skinless)', '2 cloves garlic (peeled and finely chopped)', '3 spring onions (green/, trimmed and sliced)', '1 inch ginger (piece of, peeled and chopped)', '2 tablespoons hoisin sauce', '3 tablespoons light soy sauce (extra to taste)', '6 tablespoons honey (approximately)', '6 tablespoons hot water'];Chinese
307;307;Chinese_Honey_Chicken;['1 1/2 pounds boneless skinless chicken breasts (cut into 1” chunks)', 'oil (for deep frying)', '4 tablespoons cornstarch', '1/4 cup flour', '1 teaspoon baking powder', '1/2 cup water', '1/2 teaspoon salt', '1 egg', '1 egg white', '1 1/2 tablespoons oil', '2 teaspoons ginger (minced)', '3 tablespoons garlic (minced)', '1 teaspoon salt', '3 tablespoons honey', '1 teaspoon rice wine vinegar', '1/2 cup water', '1 teaspoon cornstarch (mixed with 1 teaspoon water)', 'sesame seeds (for garnish, optional)'];Chinese
308;308;Classic_Chinese_Chow_Mein;['2 tablespoons canola oil', '1/4 head cabbage (thinly sliced)', '2 cloves garlic (crushed and minced)', '2 tablespoons sweet soy sauce (aka Kecap Manis* see note for homemade substitute)', '2 tablespoons soy sauce', '4 tablespoons oyster sauce', '1 cup water', '12 ounces chow mein noodles (cooked a minute shy of the directions*)', '6 ounces bean sprouts (optional)', 'sesame seeds (for garnish, optional)'];Chinese
309;309;Chinese_Hoisin_Pork_Ribs;['1 1/2 cups chicken broth', '4 pounds baby back ribs', 'salt', 'black pepper', '1/2 cup light brown sugar (packed)', '1 tablespoon Chinese five-spice powder', '1/2 cup hoisin sauce', 'scallions (for serving)'];Chinese
310;310;Chinese_Broccoli_Beef;['1/2 pound sirloin steak (or flank)', '1 1/2 teaspoons soy sauce', '1 teaspoon cornstarch', 'freshly ground black pepper', '1 pound broccoli (cut into bite-size florets)', '1 tablespoon canola (high-heat cooking oil, vegetable, rice)', '2 cloves garlic (finely minced)', '1 teaspoon fresh ginger (grated)', '3 tablespoons oyster sauce', '2 teaspoons Chinese rice wine (or dry sherry, or omit)', '2 teaspoons chinese black vinegar (or young/cheap balsamic vinegar)'];Chinese
311;311;Classic_Chinese_Pepper_Steak;['1 pound boneless beef sirloin steak', '2 tablespoons vegetable oil', '2 peppers (medium-size, green, red, orange, or yellow, cut into strips)', '2 onions (medium, sliced)', '1/4 cup stir fry sauce (kikkoman)', 'cooked rice (· hot, optional)', 'beef'];Chinese
312;312;The_BEST_Chinese_Crispy_Meat_Beef_Pies;['2 1/2 cups flour', '1 teaspoon salt', '1 cup warm water', '1 tablespoon oil', '6 chopped green onion', '1/2 onion (chopped)', '1 1/2 pounds ground beef', '1 tablespoon oyster sauce', '1 tablespoon soy sauce', '1 teaspoon black pepper', '1 tablespoon fresh ginger (grated)', '1/4 cup water', '1 tablespoon black sesame seeds', '1 tablespoon white sesame seeds'];Chinese
313;313;Classic_Pork_Fried_Rice_-_A_Chinese_Takeout_favorite;['1 tablespoon hot water', '1 teaspoon honey', '1 teaspoon sesame oil', '1 teaspoon Shaoxing wine (optional)', '1 tablespoon soy sauce', '1 teaspoon dark soy sauce', '1/4 teaspoon white pepper', '5 cups jasmine rice (cooked, add 1 teaspoon oil to rice when cooking)', '1 tablespoon oil', '1 medium onion (diced)', '1 pound Chinese BBQ pork (cha siu cut into ½ inch chunks, click here for our cha siu recipe!)', '1 teaspoon salt', '2 eggs (scrambled)', '1/2 cup bean sprouts', '2 scallions (chopped)'];Chinese
314;314;Egg_Fried_Rice_-_An_Easy_Chinese;['5 cups cooked rice', '5 large eggs (divided)', '1/4 teaspoon paprika', '1/4 teaspoon turmeric', '3 tablespoons oil (divided)', '1 medium onion (finely chopped)', '1/2 red bell pepper (finely chopped)', '1/2 cup frozen peas (thawed)', '1 1/2 teaspoons salt', '1/4 teaspoon sugar', '1/4 teaspoon black pepper', '2 scallions (chopped)'];Chinese
315;315;Chinese_Pork_Dumplings;['8 ounces ground pork', '1/4 cup chinese sausage (finely chopped *)', '1/4 cup carrot (shredded)', '1 1/2 teaspoons scallions (minced)', '1 1/2 teaspoons garlic (minced, 3 cloves)', '1 1/2 teaspoons seasoned rice wine vinegar (Chinese)', '1 1/2 teaspoons soy sauce', '1 1/2 teaspoons sesame oil', '1 teaspoon fresh ginger root (minced)', '1/4 teaspoon salt', '1/8 teaspoon white pepper', '3 cups flour', '1 tablespoon turmeric', '1 egg', '2 tablespoons peanut oil', '1 cup water (warm)', 'napa cabbage leaves'];Chinese
316;316;Sesame_Chinese_Chicken_with_Rice;['4 skinless chicken breasts (boneless)', 'salt', 'pepper', '1 1/2 cups cornstarch', '3 eggs (beaten)', '1/4 cup canola oil', '1 cup granulated sugar', '4 tablespoons ketchup', '1/4 cup white vinegar', '1/4 cup apple cider vinegar', '1 tablespoon low sodium soy sauce', '1 teaspoon garlic salt'];Chinese
317;317;Chinese_Egg_Rolls;['1 tablespoon vegetable oil (15ml)', '3 cups shiitake mushrooms (171g 1/8 inch thick slices)', '1 1/2 cups carrots (87g 1/8 inch thick slices)', '3 cups napa cabbage (90g 1/8 inch thick slices)', '1 1/2 cups bean sprouts', '1 teaspoon minced garlic', '1 teaspoon minced ginger', '1/3 cup green onions (17g thinly sliced)', '4 teaspoons soy sauce (20ml)', '1/2 teaspoon sesame oil', '12 egg roll wrappers (thin, about 7-inch by 7-inch)', '1 large egg white (whisked)', 'peanut oil', 'peanut oil', 'canola oil'];Chinese
318;318;Chinese_Fried_Noodles;['200 grams noodles (Fresh)', 'chinese chives (A handful of cut)', '1 medium carrot (julienned)', '1/2 shredded cabbage (medium)', '3 eggs', '250 grams chicken', '1 handful bean sprouts', '4 cloves chopped garlic', '1 tablespoon fish sauce', '1/2 tablespoon dark soy sauce', '1 tablespoon oyster sauce', 'salt (to taste)', '1 teaspoon sugar', '1 pinch pepper (powder)'];Chinese
319;319;Sticky_Chinese_Pork_Belly;['2 1/4 pounds pork belly (rindless, slices chopped in half, each piece being approx. the length of your index finger)', '4 1/4 cups chicken (/veg stock)', '1 ginger (thumb sized piece of, peeled and finely chopped)', '3 cloves garlic (peeled and chopped in half)', '1 tablespoon rice wine', '1 tablespoon caster sugar', '2 tablespoons vegetable oil', '1 pinch salt (and pepper)', '1 ginger (thumb-sized piece of, peeled and minced)', '1 red chilli (finely chopped)', '2 tablespoons honey', '2 tablespoons brown sugar', '3 tablespoons dark soy sauce', '1 teaspoon lemon grass (paste)'];Chinese
320;320;Fried_Chicken_Wings,_Chinese_Takeout_Style;['10 whole chicken wings (washed and pat dry)', '1/8 teaspoon black pepper', '1/4 teaspoon white pepper', '1/4 teaspoon garlic powder', '1 teaspoon salt', '1/2 teaspoon sugar', '1 tablespoon soy sauce', '1 tablespoon Shaoxing wine', '1 teaspoon sesame oil', '1 egg', '1 tablespoon cornstarch', '2 tablespoons flour', 'oil (for frying)'];Chinese
321;321;Chinese_Chicken_Thighs;['6 chicken thighs (free range)', '2 tablespoons olive oil', '1/2 teaspoon minced ginger', '2 cloves minced garlic', '3 tablespoons honey', '2 tablespoons dark soy sauce', '2 teaspoons sesame seeds', 'seasoning'];Chinese
322;322;Chinese_Fried_Rice;['2 tablespoons butter (divided)', '2 eggs (beaten)', '1 yellow onion (diced)', '2 medium carrots (diced)', '1/2 cup frozen peas', '2 cloves garlic (minced)', '1 teaspoon minced ginger', '3 cups cooked rice (cold)', '2 tablespoons soy sauce', '2 teaspoons Sriracha', '2 green onions (thinly sliced)'];Chinese
323;323;Chinese_Orange_Chicken;['chicken', '4 boneless skinless chicken breasts (cut into bite-size pieces)', '3 eggs (whisked)', '1/3 cup cornstarch', '1/3 cup flour', 'oil (for frying)', 'sauce (Orange Chicken)', '1 cup orange juice', '1/2 cup sugar', '2 tablespoons rice vinegar (or White Vinegar)', '2 tablespoons soy sauce', '1/4 teaspoon ginger', '1/4 teaspoon garlic powder (or 2 garlic cloves, finely diced)', '1/2 teaspoon red chili flakes', '1 Orange', '1 tablespoon cornstarch', 'green onions', 'orange zest'];Chinese
324;324;Chinese_Honey_Chicken;['1 1/2 pounds boneless skinless chicken breasts (cut into 1” chunks)', 'oil (for deep frying)', '4 tablespoons cornstarch', '1/4 cup flour', '1 teaspoon baking powder', '1/2 cup water', '1/2 teaspoon salt', '1 egg', '1 egg white', '1 1/2 tablespoons oil', '2 teaspoons ginger (minced)', '3 tablespoons garlic (minced)', '1 teaspoon salt', '3 tablespoons honey', '1 teaspoon rice wine vinegar', '1/2 cup water', '1 teaspoon cornstarch (mixed with 1 teaspoon water)', 'sesame seeds (for garnish, optional)'];Chinese
325;325;Chinese_Chicken_and_Broccoli;['1 head broccoli (cut into florets)', '3 tablespoons vegetable oil', '6 boneless chicken thighs (skinless)', '2 cloves garlic (peeled and finely chopped)', '3 spring onions (green/, trimmed and sliced)', '1 inch ginger (piece of, peeled and chopped)', '2 tablespoons hoisin sauce', '3 tablespoons light soy sauce (extra to taste)', '6 tablespoons honey (approximately)', '6 tablespoons hot water'];Chinese
326;326;Classic_Chinese_Chow_Mein;['2 tablespoons canola oil', '1/4 head cabbage (thinly sliced)', '2 cloves garlic (crushed and minced)', '2 tablespoons sweet soy sauce (aka Kecap Manis* see note for homemade substitute)', '2 tablespoons soy sauce', '4 tablespoons oyster sauce', '1 cup water', '12 ounces chow mein noodles (cooked a minute shy of the directions*)', '6 ounces bean sprouts (optional)', 'sesame seeds (for garnish, optional)'];Chinese
327;327;Chinese_Hoisin_Pork_Ribs;['1 1/2 cups chicken broth', '4 pounds baby back ribs', 'salt', 'black pepper', '1/2 cup light brown sugar (packed)', '1 tablespoon Chinese five-spice powder', '1/2 cup hoisin sauce', 'scallions (for serving)'];Chinese
328;328;Chinese_Broccoli_Beef;['1/2 pound sirloin steak (or flank)', '1 1/2 teaspoons soy sauce', '1 teaspoon cornstarch', 'freshly ground black pepper', '1 pound broccoli (cut into bite-size florets)', '1 tablespoon canola (high-heat cooking oil, vegetable, rice)', '2 cloves garlic (finely minced)', '1 teaspoon fresh ginger (grated)', '3 tablespoons oyster sauce', '2 teaspoons Chinese rice wine (or dry sherry, or omit)', '2 teaspoons chinese black vinegar (or young/cheap balsamic vinegar)'];Chinese
329;329;Classic_Chinese_Pepper_Steak;['1 pound boneless beef sirloin steak', '2 tablespoons vegetable oil', '2 peppers (medium-size, green, red, orange, or yellow, cut into strips)', '2 onions (medium, sliced)', '1/4 cup stir fry sauce (kikkoman)', 'cooked rice (· hot, optional)', 'beef'];Chinese
330;330;Egg_Fried_Rice_-_An_Easy_Chinese;['5 cups cooked rice', '5 large eggs (divided)', '1/4 teaspoon paprika', '1/4 teaspoon turmeric', '3 tablespoons oil (divided)', '1 medium onion (finely chopped)', '1/2 red bell pepper (finely chopped)', '1/2 cup frozen peas (thawed)', '1 1/2 teaspoons salt', '1/4 teaspoon sugar', '1/4 teaspoon black pepper', '2 scallions (chopped)'];Chinese
331;331;Classic_Pork_Fried_Rice_-_A_Chinese_Takeout_favorite;['1 tablespoon hot water', '1 teaspoon honey', '1 teaspoon sesame oil', '1 teaspoon Shaoxing wine (optional)', '1 tablespoon soy sauce', '1 teaspoon dark soy sauce', '1/4 teaspoon white pepper', '5 cups jasmine rice (cooked, add 1 teaspoon oil to rice when cooking)', '1 tablespoon oil', '1 medium onion (diced)', '1 pound Chinese BBQ pork (cha siu cut into ½ inch chunks, click here for our cha siu recipe!)', '1 teaspoon salt', '2 eggs (scrambled)', '1/2 cup bean sprouts', '2 scallions (chopped)'];Chinese
332;332;Chinese_Pork_Dumplings;['8 ounces ground pork', '1/4 cup chinese sausage (finely chopped *)', '1/4 cup carrot (shredded)', '1 1/2 teaspoons scallions (minced)', '1 1/2 teaspoons garlic (minced, 3 cloves)', '1 1/2 teaspoons seasoned rice wine vinegar (Chinese)', '1 1/2 teaspoons soy sauce', '1 1/2 teaspoons sesame oil', '1 teaspoon fresh ginger root (minced)', '1/4 teaspoon salt', '1/8 teaspoon white pepper', '3 cups flour', '1 tablespoon turmeric', '1 egg', '2 tablespoons peanut oil', '1 cup water (warm)', 'napa cabbage leaves'];Chinese
333;333;Chinese_Egg_Rolls;['1 tablespoon vegetable oil (15ml)', '3 cups shiitake mushrooms (171g 1/8 inch thick slices)', '1 1/2 cups carrots (87g 1/8 inch thick slices)', '3 cups napa cabbage (90g 1/8 inch thick slices)', '1 1/2 cups bean sprouts', '1 teaspoon minced garlic', '1 teaspoon minced ginger', '1/3 cup green onions (17g thinly sliced)', '4 teaspoons soy sauce (20ml)', '1/2 teaspoon sesame oil', '12 egg roll wrappers (thin, about 7-inch by 7-inch)', '1 large egg white (whisked)', 'peanut oil', 'peanut oil', 'canola oil'];Chinese
334;334;Chinese_Fried_Noodles;['200 grams noodles (Fresh)', 'chinese chives (A handful of cut)', '1 medium carrot (julienned)', '1/2 shredded cabbage (medium)', '3 eggs', '250 grams chicken', '1 handful bean sprouts', '4 cloves chopped garlic', '1 tablespoon fish sauce', '1/2 tablespoon dark soy sauce', '1 tablespoon oyster sauce', 'salt (to taste)', '1 teaspoon sugar', '1 pinch pepper (powder)'];Chinese
335;335;Sesame_Chinese_Chicken_with_Rice;['4 skinless chicken breasts (boneless)', 'salt', 'pepper', '1 1/2 cups cornstarch', '3 eggs (beaten)', '1/4 cup canola oil', '1 cup granulated sugar', '4 tablespoons ketchup', '1/4 cup white vinegar', '1/4 cup apple cider vinegar', '1 tablespoon low sodium soy sauce', '1 teaspoon garlic salt'];Chinese
336;336;Sticky_Chinese_Pork_Belly;['2 1/4 pounds pork belly (rindless, slices chopped in half, each piece being approx. the length of your index finger)', '4 1/4 cups chicken (/veg stock)', '1 ginger (thumb sized piece of, peeled and finely chopped)', '3 cloves garlic (peeled and chopped in half)', '1 tablespoon rice wine', '1 tablespoon caster sugar', '2 tablespoons vegetable oil', '1 pinch salt (and pepper)', '1 ginger (thumb-sized piece of, peeled and minced)', '1 red chilli (finely chopped)', '2 tablespoons honey', '2 tablespoons brown sugar', '3 tablespoons dark soy sauce', '1 teaspoon lemon grass (paste)'];Chinese
337;337;Fried_Chicken_Wings,_Chinese_Takeout_Style;['10 whole chicken wings (washed and pat dry)', '1/8 teaspoon black pepper', '1/4 teaspoon white pepper', '1/4 teaspoon garlic powder', '1 teaspoon salt', '1/2 teaspoon sugar', '1 tablespoon soy sauce', '1 tablespoon Shaoxing wine', '1 teaspoon sesame oil', '1 egg', '1 tablespoon cornstarch', '2 tablespoons flour', 'oil (for frying)'];Chinese
338;338;Chinese_BBQ_Pork;['1/2 cup honey', '3 tablespoons brown sugar', '1/2 cup hoisin sauce', '2 teaspoons 5-spice powder', '2 tablespoons red food color', '4 teaspoons vegetable oil', '1/4 cup sherry (or Sake)', '1/4 cup tomato paste', '1/4 cup soy sauce', '4 pounds pork butt (boneless, also called pork shoulder)', '1/3 cup honey (more)', '2 tablespoons corn starch'];Chinese
339;339;Fried_Rice_-_How_To_Make_Fried_Rice_-_Chinese;['8 ounces sirloin (sliced in thin bite size pieces)', '2 cups cooked rice (day old is best)', '1/2 cup yellow onion (diced)', '2 eggs (scrambled)', '2 garlic cloves (minced)', '2 tablespoons light soy sauce', '1 teaspoon toasted sesame oil', '1/2 cup frozen peas and carrots', '1/2 teaspoon sugar', '1/2 teaspoon salt', '3 tablespoons vegetable oil', '2 teaspoons soy sauce', '1 teaspoon sesame oil', '1 teaspoon corn starch'];Chinese
340;340;Chinese_Orange_Chicken;['1 1/2 pounds boneless skinless chicken breast halves (diced into 1 - 1 1/2-inch pieces)', '1 cup chicken broth (low-sodium)', '1 tablespoon grated orange zest (finely, zest of 1 1/2 fairly large oranges)', '1/2 cup orange juice (freshly squeezed)', '1/3 cup white vinegar', '1/4 cup soy sauce', '2/3 cup granulated sugar', '1/4 teaspoon ginger (dried)', '2 tablespoons yellow onion (grated, be sure to get some of the juices when measuring)', '2 cloves garlic (finely minced)', '1 teaspoon Sriracha hot sauce (optional)', 'white pepper (or Freshly ground black, to taste)', '1 1/4 cups cornstarch', '2 tablespoons cold water', '2 large eggs', 'vegetable oil (for frying)', 'green onions (optional)', 'sesame seeds (optional)'];Chinese
341;341;Chinese_Egg_Rolls;['1 tablespoon vegetable oil (15ml)', '3 cups shiitake mushrooms (171g 1/8 inch thick slices)', '1 1/2 cups carrots (87g 1/8 inch thick slices)', '3 cups napa cabbage (90g 1/8 inch thick slices)', '1 1/2 cups bean sprouts', '1 teaspoon minced garlic', '1 teaspoon minced ginger', '1/3 cup green onions (17g thinly sliced)', '4 teaspoons soy sauce (20ml)', '1/2 teaspoon sesame oil', '12 egg roll wrappers (thin, about 7-inch by 7-inch)', '1 large egg white (whisked)', 'peanut oil', 'peanut oil', 'canola oil'];Chinese
342;342;Chinese_Chicken_and_Broccoli;['2 boneless, skinless chicken breasts (about 1 1/2 pounds)', '4 cups broccoli florets', '2 tablespoons reduced sodium soy sauce (or tamari for gluten free)', '1 tablespoon water', '1/2 teaspoon baking soda', '2 teaspoons cornstarch', '1/4 cup reduced sodium soy sauce (or tamari for gluten free)', '2 tablespoons brown sugar', '4 cloves garlic (minced)', '2 tablespoons flour (or 1 tablespoon cornstarch for gluten free)', '1 tablespoon rice vinegar', '2 tablespoons vegetable oil', '2 tablespoons water'];Chinese
343;343;Chinese_Shrimp_and_Broccoli_Stir_Fry;['1 pound medium shrimp (peeled and deveined)', '1 tablespoon cornstarch', '2 1/2 tablespoons canola oil (divided)', '1/4 cup green onions (diagonally cut)', '2 teaspoons peeled fresh ginger (minced)', '3 garlic cloves (thinly sliced)', '2 cups broccoli florets', '1/4 cup reduced sodium soy sauce', '2 tablespoons rice vinegar', '1 teaspoon honey', '1/8 teaspoon crushed red pepper'];Chinese
344;344;Healthy_Chicken_and_Broccoli_Stir-fry;['250 grams boneless and skinless chicken breast', '1 head broccoli', '1/2 teaspoon garlic powder', '1 teaspoon cornflour', '1 teaspoon dark soy sauce', '2 teaspoons oyster sauce', '1 teaspoon rice wine vinegar', '2 teaspoons chilli sauce', '8 cloves (minced)', '2 teaspoons vegetable oil', 'salt (to taste)', 'water (as required)'];Chinese
345;345;6-Ingredient_Chinese_Chicken;"['1 tablespoon minced ginger (peeled and, about 1"" ginger root)', '1 tablespoon garlic chili sauce (or chili paste)', '1 tablespoon hoisin sauce', '1 tablespoon lite soy sauce', '1 pound skinless chicken breasts (boneless, sliced horizontally and then into small cubes)', '1 1/2 tablespoons canola oil']";Chinese
346;346;How_to_make_Chinese_dumpling_wrappers;['all purpose flour (3 cups)', 'water (1.4 cups)', 'salt (½ teaspoon)', 'spinach (/carrot/beet juice, optional)'];Chinese
347;347;Chinese_Egg_Drop_Soup;['5 cups chicken stock', '1 teaspoon ginger (fresh grated)', '2 tablespoons low sodium soy sauce', '1 tablespoon cornstarch', '3 eggs (lightly beaten)', '2 cups tofu (cubed, amount depends on your preference)', '2 green onions (diced)'];Chinese
348;348;Chinese_Chicken_Salad;['2 tablespoons canola oil', '1/3 cup rice vinegar', '1/4 cup hoisin sauce', '1 1/2 tablespoons soy sauce', '1 tablespoon fresh ginger (grated)', '1/2 teaspoon toasted sesame oil', '4 cups cooked chicken (shredded or diced)', '1 pound napa cabbage (cored and finely shredded)', '2 cups red cabbage (cored and finely shredded)', '1 cup shredded carrots', '1 bunch scallions (thinly sliced)', '1/4 cup fresh cilantro (minced)', '1 cup chow mein noodles', '2 tablespoons sesame seeds (for garnish, optional)'];Chinese
